,categories,text
432,['non-sexist'],"@ConySchon eso lo hicieron para que no reclamen despues que hacen manspleining, manterrupting, manspreading o que le estaban quitando el foco a lo que tenia que decir.... https://t.co/DAUBjZvYbh"
433,['non-sexist'],yo diciéndole a mi mamá que ya casi no hay gatos y en eso dice mi abuela dice que el gato que anda aquí está embarazada quedé
434,['non-sexist'],@taylorswift13 GORDA TE AMO MUCJO
435,"['active', 'discredit', 'stereotype']","#ViernesIntratable callen a la rubia tonta de vestido gris, que tira datos sin mencionar concretamente la fuente, mas macrista la tonta"
436,['non-sexist'],me quedé sin tetas y me parece fantástico
437,['non-sexist'],Sucesos en Mallorca: El acusado de violar tres veces a una mujer en Felanitx confiesa. Esperando a reacción similar a la de #LaManada por parte de las feministas https://t.co/eOlfRJAjYy
438,"['passive', 'discredit']",Esas lesbianas reprimida todo bien en sus casas?
439,"['passive', 'stereotype', 'derailing', 'discredit']",@medina5432 Ya las mujeres quieren sodomizar a los tipos practicamente
440,['non-sexist'],violencia de género en Alemania:  331 mujeres 84 hombres muertos en 2015 http://m.eldiario.es/_22c08601 vía @eldiarioes
441,['non-sexist'],"@greenjota_ @SusanitaG5 @Joan49383476 @h0m3r02 Deberías irte a vivir a Praga una temporada. Es imprescindible si se quiere saber con certeza lo que hacían los nazis. Tú no tienes NI PUTA IDEA, @greenjota_  De lo único que pareces saber algo es de fútbol."
442,['non-sexist'],"No he leído, hasta ahora, nada que no sospechara. Sexismo y androcentrismo a pulso en todos estos mitos y mucho sesgo de género en la interpretación de resultados en muchos estudios.Lesbianas que lean esto: salgan de la cisheteronorma, por favor."
443,['non-sexist'],"razones x las que nunca voy a salir del closet con mi familia ---&gt; usar ropa de varón me hace ""marimacho"" ¿¿¿??¿?"
444,"['discredit', 'passive', 'derailing']",Feministas de Twitter y demás escoria en tu zona.
445,"['active', 'discredit', 'stereotype']",@yeagerises puta
446,['non-sexist'],Encontramos el piso de las chicas de Villarejo (del que habló a la ministra Delgado) http://www.elmundo.es/cronica/2018/10/14/5bc1be68268e3e6a348b45cc.html
447,"['discredit', 'passive', 'stereotype']","@yayarmadrid Pero qué tienen las pasarelas de madera que llegan a la playa de machistas xd, qué me lo expliquen pero no una feminazi"
448,['non-sexist'],Cuànto gastamos en publicidad oficial todos los meses ?? Dònde estàn los riesgos del que tiene a cargo una empresa privada ?? Cuànto se gasto durante el gobierno de Cristina Kirchner y cuànto se esta gastando ahora con el grupo Clarìn ?? Por què hay que darle de comer a estos hijos de putas ??   Acaso no existe otra forma de hacer polìtica  berreta en Argentina ??
449,['non-sexist'],"Los mismos que publican que no pueden creer lo que le hacen a las mujeres son esos que son super tóxicos con sus chicas,las encierran en un círculo de mierda !!!Los odio ,no sirven lacras"
450,['non-sexist'],"@indiamenorc 13 de febrero del 2021 y aún sigue habiendo gilipollas haciendo Manspreading, es que si aún se conocieran pero ni eso (la chica es mi amiga) https://t.co/iOKKyPJhyD"
451,['non-sexist'],"era comer como señorita, no comerse a una señorita"
452,"['discredit', 'derailing', 'passive']","@panaclo Pues yo creo que actualmente todos los hombres le tememos a las mujeres, tengan o no miedo....y no creo que eso nos convierta en machos o en machistas, sólo en temerosos."
453,"['discredit', 'derailing', 'passive']","FUNA MASIVA A LA USACH POR PONER PUBLICIDAD IDEOLOGIZADA EXPONIENDO COMO ALGO LOABLE Y DIGNO DE EJEMPLO EL ""FEMINISMO"", EL PAÑUELITO VERDE ABORTERO. ¿ESTA UNIVERSIDAD ES DE IZQUIERDA RADICAL AHORA? https://t.co/TaC38woNNr"
454,['non-sexist'],"@angrysag_ Básicamente vives en un constructo social en el cual si eres hombre, eres prescindible y se te entiende como una fuente de recursos y prosperidad, y si eres mujer eres una fuente de valor sexual."
455,"['passive', 'derailing', 'discredit']",En estos trabajos las feministas de izquierdas nunca reclaman cuotas femeninas: ¿por qué? http://www.outono.net/elentir/2018/10/04/en-estos-trabajos-las-feministas-de-izquierdas-nunca-reclaman-cuotas-femeninas-por-que/
456,['non-sexist'],Recomendable lectura de este artículo donde entrevistan a @AliciaVRubio https://t.co/9i3tHqM3cu
457,"['stereotype', 'active']",@delicatesdua quien pudiera tener unas tetas tan lindas
458,['non-sexist'],"quien se acuerda que hace un año en el 9 Nadie se mueve el presidente quería hacer la rifa del avión justo ese dia y cuando le dijeron que era el paro de mujeres dijo ""yo no sabia"", luego dijo que todos se podían tomar el dia sin sanciones  (incluidos los hombres)"
459,['non-sexist'],Me encanta esta mujer. Es mejor que Faemino y Cansado y Martes y Trece juntos
460,"['discredit', 'stereotype', 'active']","@CitlaHM @mario_delgado y AMLO la pisotean a usted, ni siquiera le dan voz, cómo es posible que como SECRETARIA NACIONAL del partido y como ""defensora"" de la mujer no pueda influir en absolutamente nada en esta aberración de candidato, discúlpeme pero la tienen ahí de florero."
461,"['discredit', 'derailing', 'passive']","@ElComandantesup Siempre digo que el feminismo ha causado daño severos. Hay chicas(NO TODAS) que están en esos movimientos que odian el género masculino (tal vez por traumas) y se niegan la posiblidad de conocer hombres que son amigos, compañeros, buenos padres, buenos esposos..."
462,"['discredit', 'derailing', 'passive']","Las mujeres objetivizan a los hombres en mucha mayor medida que los hombres a las mujeres. Ellas aman ser objetivizadas, porque es la forma que tienen de valorar algo Las quejas que tienen son simple proyección."
463,"['passive', 'discredit']",Coletas mandado callar a la feminazi
464,"['dominance', 'passive', 'discredit']","La prensa profeminista en España entonando el #yositecreohermana. Que la mujer denuncie 30 años después de que le tocaran las tetas en una fiesta, llorando como una magdalena impostada y asesorada por el partido demócrata no despierta la más mínima duda sobre ella y su declaración.   https://twitter.com/Kaplan_GV/status/1046390109455699968"
465,['non-sexist'],@ClaromusicaMX Yo le dedicaría la de rata inmunda animal rastrero escoria de la vida.... Ya ya por qué ya no me acuerdo jajaja
466,['non-sexist'],salvador illa es el típico señor random que se pone a hacer manspreading en el tren de la renfe
467,['non-sexist'],"El gobierno de Mexico busca destruir Nuevo León y mantener a los chilangos del dinero e impuestos regios, alienta y patrocina el cruze de migrantes ilegales por Chiapas a traves del Instituto Nacional de Migración, al no cruzar a USA, la escoria se queda incluso con permiso de residencia y desgraciadamente no se largan a Oaxaca, Nuevo León debe dejar Mexico!"
468,['non-sexist'],"Las chicas igual que yo sabemos todas que somos mágicas, y que nuestro pasado era mágico también."
469,"['sexual_harassment', 'active']",@vincent9915 @ThaislilasSEX Me gustaría follar tu culo peludo
470,"['discredit', 'active']",@alejarojas_g Esta es la golfa marimacha?
471,['non-sexist'],La chica que sale ahí  es la misma que sale en la de fragmentado?
472,['non-sexist'],"@hanan_midan @violetaccnovas Yo no lloro jajajjaaja disfruto la verdad, aquí con gente que se autoengaña y vive del víctimismo y de la mentira jajajajaja. Os agradezco mucho estos buenos momentos en serio"
473,"['passive', 'discredit']",Todas mis putas son perri como Kati
474,['non-sexist'],con lo fácil k es cerrar el cajón de mierda y vosotros complicándoos la puta vida
475,"['discredit', 'active', 'stereotype']",@ONomuty Ya salieron a cirticar tonta! Pero no lo ves porque eres una facha resentida con las mujeres de verdad y luchadoras. No com las de labios rojosss como tu. Tu pareces puta y bien fea y nadie te dice nada. Seguramente por la forma de tu cara eres gorda y nadie te dice nada. Respeta
476,['non-sexist'],"@Letras_Libres Una prueba de que la sociedad del siglo XVIII era menos mojigata que la nuestra es este libro del Abad de Voisenon, amigo y protegido de Voltaire. Escribía con una ironía deliciosa libre de prejuicios: https://t.co/39Sbss1q2W"
477,['non-sexist'],"El concepto de androcentrismo hace  referencia a un modelo único de varón: blanco, heterosexual, occidental, de clase media, sin discapacidad. Una consecuencia del Androcentrismo es la ocultación de las mujeres, su falta de definición y la no consideración de sus realidades. https://t.co/4bI2DkUbv6"
478,['non-sexist'],.Pinche culeros como ustedes jesuitas no valen ninguna berga pinche babosos..  Quieren que pueden dicir no que quieran donde sea y nadien les va dicir nada?   estan pendejos en su pinche culo!
479,['non-sexist'],habia una chica q tenía estos cosos  para youtube m acuerdo q la veía todo el tiempo  https://t.co/MOYzjje5Hl
480,['non-sexist'],Ya me voy a dormir cabreado por las putas burradas que suelta la peña
481,"['active', 'sexual_harassment']","Conocí a una chica muy linda y sé que le gusté, así que creo prudente saltarnos ""el ligue"" e invitarla a culear de una vez."
482,['non-sexist'],"@RealPif @Sopadebanano Admita que hay información que lo supera en sagacidad, que tiene una mente estrecha, apocada... por eso no entiende, jamás entenderá."
483,"['active', 'discredit', 'derailing']",Unas ganas de partirle su madre por puta vos pareces una persona sin atención y falta de amor y nadie te esta diciendo nada estupida de mierda cerra el orto que nadie te pregunto https://t.co/hV2lAl4SWH
484,['non-sexist'],@RickBl8 @_4lexio de que le sirve la pasta si luego no se lava la polla?
485,"['discredit', 'derailing', 'passive']",@PatFBermejo Al levantarse del suelo se nota que es una mujer. Donde estarán ahora esas feministas que defienden a las mujeres de p.e. Yemen ?  Pero no a las nuestras
486,"['passive', 'discredit']","#UngaUngaArmyA todos los que defendéis a esta gente, ¿realmente queréis que a vuestras mujeres, madres, hijas, hermanas, etc. les puedan hacer algo así?A las feministas modernas se les llena la boca condenando agresiones a mujeres, siempre que sean blancos y españoles los >>https://twitter.com/pokasoltes/status/1107251596377968640?s=19"
487,"['active', 'sexual_harassment']","@eledhmel @voxlarioja Carla. A @IreneMontero le da igual tu ética. Ella solo quiere los 650 md€ de presupuesto y si para eso tiene que decir que una mujer puede ser hombre y un hombre ser mujer, pero que si eres hombre eres de naturaleza violeta y mujer de naturaleza armoniosa, lo dice, y a cobrar."
488,['non-sexist'],Chicas no les duelen los pies con esos tremendos tacos?
489,['non-sexist'],"Vamos a ver, @conJoseMFranco, ¡dimite de una puta vez! Pareces un mercenario a sueldo de la derecha española. Das órdenes para que la policía apalee a los del @PSOE, a los de @PODEMOS, a los de la @CGT, a los de Vallecas y a los obreros. Puerta del Sol."
490,"['discredit', 'stereotype', 'active']",Paso 1 para detectar una feminazi: preguntarla si tiene novio.
491,"['passive', 'dominance']",hola buenas tardes mi gente bella odio a las mujeres........... https://t.co/oYH4X21GGW
492,['non-sexist'],"Las putas tortas sucias, el pedido incompleto, la bolasa rota, eres una pinche mierda @tortaslacaste"
493,"['active', 'discredit', 'stereotype']","@Mayka41328150 @MonederoJC @vox_es @laSextaColumna Tu pobre cerebro es el que empobrece,  no sabéis hablar y os dejan votar ......rubia y tonta....lo tienes todo ignoranta"
494,['non-sexist'],"Y no olvidemos lo peor: que cuando te topas con ellos tu alma se enfurece tanto que terminas despreciándolos humanamente, considerándolos escoria, degradando su posición frente a la tuya.  Y así es como te conviertes en uno de ellos.   Kyrie eleison hemas."
495,['non-sexist'],"@RICALFONSIN A muchos el odio y el deseo al fracaso los puede. Tal vez esbocen alguna hipótesis, pero las mujeres y hombres de buena fe que apostamos a un futuro mejor somos mayoría."
496,['non-sexist'],man como me tiltea ver gente con i9 2080 todo eso y q le tire menos de 250fps yo tengo 260fps em estrecha con una 1050 y un i5
497,"['active', 'discredit', 'dominance']",@_Juan__A Más golfa y explota
498,['non-sexist'],@patrimarly ¡Ya basta de tanta #NormalidadDemocrática! Aunque después de escuchar a  jueces  reprocharle a la víctima de #LaManada por todo el placer recibido... creo estar curado de casi cualquier espanto. #LaCafeteraReygulación
499,"['discredit', 'derailing', 'active']","@soofigonz_ el hembrismo no existe, mogolica, ¿De qué se van a quejar los opresores? no, estás en la parte ""liberal"" que se encarga de decir estupideces políticas sólo para sentirte importante !! cerra el orto, que asco pensar así posta no sabes una mierda y querés opinar ksjsjs"
500,['non-sexist'],Unas ganas de que flor ya le nazca Isa ...hace 80 años que está embarazada
501,['non-sexist'],@alejandromurat con las mujeres Más violencia y su apoyo total a agresores sexualesX eso es #OaxacaEstadoFeminicida Unistmo despidió a profesora que denunció acoso sexual  y solo amonestó a maestro por tocar a alumna https://t.co/RnSU3sQ64j a través de @pajaropolitico
502,['non-sexist'],Amo mucho modern family pero el capítulo en el que hablan de “feminismo” NO DA.
503,['non-sexist'],"@Phanter54777145 @jjoaquinpr @PabloIglesias Usted desconoce quién es José  Calvo Sotelo y opina  de la Guerra Civil??Hombre, opinar es libre, pero de un asunto tan delicado se necesita conocer primero.Calvo Sotelo fue un político monárquico asesinado por militantes del PSOE el 10 Julio 1936  haciendo estallar la Guerra."
504,"['stereotype', 'active']",@VivaLaVidaT5 @EmmaGarciaWeb @telecincoes Terelu no tiene sangre porque vive de la carroña de la familia no vale para presentar ni para nada solo valen las tres  para ser prepotentes y estupidas como las echen de viva la vida se irán a fregar escaleras
505,"['active', 'discredit']","@LaFallaras Vete a cagar guarra, de la niñera por 73.000 euros dijiste que la niña en el ministerio la cogían todas y que la niñera no era niñera, eres falsa y mala, sois escoria."
506,"['passive', 'discredit']","@angel_ebs Vainas de mujer emancipada y ""rebelde"""
507,['non-sexist'],Un presentador de TV3 llama hijos de puta a los que apoyan a Manuel Valls y franquista a Juan Carlos I https://www.elcatalan.es/un-presentador-de-tv3-llama-hijos-de-puta-a-los-que-apoyan-a-manuel-valls-y-franquista-a-juan-carlos-i vía @ElCatalan
508,"['passive', 'derailing', 'discredit']","¿Han dicho algo las feministas sobre las 300 niñas secuestradas en un colegio en Nigeria? No, saldrán el 8M a pegar gritos, expandir el virus y a reclamar privilegios frente a mujeres disidentes y frente al sexo opuesto."
509,"['passive', 'stereotype']",La ciudad de las putas liberales - #BoycottSanFrancisco
510,"['discredit', 'dominance', 'passive']","@lulu1637 @ReginaBlandon El aborto libre es deslindarse de la responsabilidad que ejercer la sexualidad conlleva. De manera análoga,  cuando un padre abandona a la mujer, comete un delito como la mujer al abortar. Siglo XXI Y siguen argumentando la ""decisión sobre sus cuerpos"" Bastante ridículo."
511,"['discredit', 'passive', 'stereotype']","@FrandeleonPP Claro que sí, no hay que demonizar a las Feminazis!!Señoritas de compañía sería una cursilada?"
512,"['stereotype', 'passive', 'discredit']","- Me miro al espejo y me deprimo de lo fea que soy.- Te entiendo.- Los hombres no me hacen ni puto caso.- Normal.- ¿Y qué hago?- ¿Has pensado en hacerte feminista?- Pues es verdad.- Y bollera.- ¡Nosotras parimos, nosotras decidimos!- Ahí, ahí.- ¡Abajo el patriarcado!"
513,['non-sexist'],"aceptar q una mujer sea protagonista, ademas Desde cuando es un problema q una directora alabe a los actores de sus peliculas y hablan mucho de feminismo pero en los citados estan diciendo ""el debe ser bueno en la cama"" para q ella diga eso como si olivia no fuese profesional"
514,['non-sexist'],Pues por fin he cazado #Akelarre gracias a @Filmin  y me ha gustado bastante esa mezcla de empoderamiento femenino con folklore vasco y un final bastante desquiciado. Compro. https://t.co/vF0evUgbn6
515,"['discredit', 'passive']","PORFAVOR, a las femichorras ya no les digais Feminazis, es un termino despectivo, si, despectivo, para el nacionalsocialismo. PARAD de decir feminazi, no queremos que nos comparen con semejantes seres. Un buen nombre es FEMICHORA, ASI QUE DEJAD DE DECIR FEMINAZI"
516,"['discredit', 'passive', 'stereotype']",Con lo que daria cualquier feminazi por tener un galán semejante rondándolas!!!Las tetas ya las tienen
