,test_case,id,source,language,text,task1,task2
6041,EXIST2021,6042,twitter,es,"por qué hay hombres tan desagradables en tiktok? le acabas de hacer dúo a una chica en traje de baño mostrando papel y crema y aún así crees que no tiene nada de malo y que los que están mal son los que ""malpiensan"" tu respuesta, bruh",non-sexist,non-sexist
6042,EXIST2021,6043,twitter,es,"Espero que la mujer de mi primo no venga a hacer quilombos a mi casa porque de arriba nomas le tiro un balde de agua con cloro , quiero pasar una navidad en mi casa y EN PAZ !!!",non-sexist,non-sexist
6043,EXIST2021,6044,twitter,es,"@CdV_Navarra @IreneMontero Y siendo mujer de un probado machista q deja mensajes queriendo azotar a periodistas mujeres críticas y con el caso DILMA en proceso donde se ha demostrado q robó su móvil, manda eggs q tragues con todo eso. Credibilidad y coherencia la tuya= cero patatero! Jajajaha",sexist,misogyny-non-sexual-violence
6044,EXIST2021,6045,twitter,es,@marcelavazquezc @LillyTellez Cree que si una mujer atiende a sus seres amados porque puede es una sumisa. Lamentable.,sexist,stereotyping-dominance
6045,EXIST2021,6046,twitter,es,"@TaniaRi71155160 @kondepatula13 Que bueno no es necesario mostrar las tetas, cagar en la calle o andar a raja pela para ser iguales",sexist,ideological-inequality
6046,EXIST2021,6047,twitter,es,@pedroferriz3 Es el vivo retrato de la tía mojigata y amargada de las telenovelas.,sexist,misogyny-non-sexual-violence
6047,EXIST2021,6048,twitter,es,"@NicoBolivariano @GatoCurioso77 Alberto quiero árbol de Navidad y foto para el Instagram que estoy hasta el coño de ir de comunista con la pasta que tenemos y si te dicen algo dices que tu haces lo que tu mujer diga, así haces de feminista. Mira si es obediente q los 3 con jersey navideño.Tipico calzocomunista",sexist,stereotyping-dominance
6048,EXIST2021,6049,twitter,es,"Estoy vago, reciclo tuit:""No creo que calce tanto para un manspreading tan exagerado, por muchas que haya colocado"". https://t.co/uN1O2li7fp",non-sexist,non-sexist
6049,EXIST2021,6050,twitter,es,"@LaTaniaLibertad Me enferma esa pará de algunos hombres de ""yapo feminista, edúcame"" cuando son weones hediondos a bolas que perfectamente podrían pegar una googleada si quieren instruirse, pero no, mejor seguir jodiendo a las mujeres.",sexist,ideological-inequality
6050,EXIST2021,6051,twitter,es,El abogado Calvente baraja demandar a Iglesias y otros dirigentes por el acoso sexual falso vía @voz_populi  https://t.co/uTiNbrOMs4,non-sexist,non-sexist
6051,EXIST2021,6052,twitter,es,"Ósea, si la víctima no cumple con determinadas características, ¿su asesinato puede justificarse? Si la mujer era contestataria, rebelde o poco hogareña, ¿no merece la misma conmoción o conmiseración?Prensa machista y misógina; cómplice pasiva de la violencia de género.",sexist,objectification
6052,EXIST2021,6053,twitter,es,"@astaroth_552 @leocapo_ Según el el feminismo es un cáncer y mira, gracias al feminismo las mujeres son más empoderadas por sus derechos.Si tanto llora de que el feminismo hace daño, que sea mejor hombre y no justifique estupideces.A las mujeres las matan y violan, podría pegar un tiro al cielo.",sexist,ideological-inequality
6053,EXIST2021,6054,twitter,es,"@InakiTer @PercebeCB @libersg211 @PiliPopLite Y eso comprandote el argumento cronológico, que tampoco es tan exacto, porque en los años veinte incluso existía ya un incipiente feminismo y sufragismo en Europa. Y en el mundo islámico hay países donde la mujer lleva burka en el siglo XXI",non-sexist,non-sexist
6054,EXIST2021,6055,twitter,es,"Dijo con una severa sinceridad mientras con su mano libre, acomodaba los cabellos de la chica.— Vomitada, manchada con sangre, medio caída y toda echa mierda. Te darás una ducha, te conseguiré ropa nueva, descansarás y mañana sacaré tu culo a patadas.Añadió, sin mirarle.+",sexist,misogyny-non-sexual-violence
6055,EXIST2021,6056,twitter,es,@Kaaroo_pty @criticaenlinea No sé a quién le conviene hacernos creer a las mujeres que somos débiles e incapaces de defendernos.  Eso nos hace mil veces más daño que el sistema “opresor” y el mentado patriarcado.,sexist,stereotyping-dominance
6056,EXIST2021,6057,twitter,es,No me importa si son “memes para molestar a los provida” se están cagando en todas las mujeres que pierden un bebé planeado. No están siendo “cool” se están burlando de algo que jamás van a entender (neta ojalá no). Además no mamen. Somos mejores que solo hacer memes pendejos. https://t.co/Jbizt2jRYm,non-sexist,non-sexist
6057,EXIST2021,6058,twitter,es,"Y prefiero mil veces que se haya ido a garchar que mañana encontrarla en una zanja muerta, y sin poder reconocer su cuerpo.#NiUnaMenos #YoSiTeCreo",sexist,misogyny-non-sexual-violence
6058,EXIST2021,6059,twitter,es,"@kpingthelgacy Rubia no tonta, me estoy riendo.Gracias, B, feliz navidad para ti.",sexist,stereotyping-dominance
6059,EXIST2021,6060,twitter,es,no existe el hembrismo ajsbskbska no estoy 100% infromado del tema pero te aseguro que no existe owo https://t.co/IPzKsBtZXv,sexist,ideological-inequality
6060,EXIST2021,6061,twitter,es,"@ElEnfadada @Elxiketwapet @Margui1953 @sanchezcastejon Dejale al subnormal este...a mi ya es que me llamen facha me da exactamente igual. Problema el suyo que se deja sodomizar por un gobierno terrorista,  comunista y dictatorial.",non-sexist,non-sexist
6061,EXIST2021,6062,twitter,es,@ManuelNSosa Tenés 3 ruedas de carritos que apenas terminaron la secundaria y no saben leer. Una de las ruedas tiene un título universitario. Se ve que el varón este es feminista siempre y cuando la mujer cumpla el rol de florero idiota.,sexist,stereotyping-dominance
6062,EXIST2021,6063,twitter,es,"@Make0utHiII chica a la que le han gustado siempre los tios pero le parece atractiva una mujer y se liaria pero a la vez le da miedo/cosa, no lo llega a admitir y juega con ellas",non-sexist,non-sexist
6063,EXIST2021,6064,twitter,es,"algo q ODIO de tiktok es que puede salir un varón en un video diciendo ""respeto a las mujeres"" y en los comentarios vas a encontrar mujeres diciendo ""no les pasa que hombres feministas""cállate xfavor. lit le aplauden al pez por nadar",sexist,ideological-inequality
6064,EXIST2021,6065,twitter,es,"@patty_ma1 Al menos hay quien dice #notallmen, pero hay vatos que dicen que alburear es cultura y se sienten orgullosos de sus chingaderas",non-sexist,non-sexist
6065,EXIST2021,6066,twitter,es,"@Mariaestfortis @joseluissariego Sí, pero la justicia, en el mundo! favorece ostensiblemente a la mujer. Aquí en Argentina hay custodia compartida, sin embargo, la manutención no es 50-50, depende de la ""capacidad contributiva"". Por supuesto, hay injusticias para ambos sexos, pero la mujer sigue siendo preferida",sexist,ideological-inequality
6066,EXIST2021,6067,twitter,es,Pero que demoras más 4to hijo de la perra,non-sexist,non-sexist
6067,EXIST2021,6068,twitter,es,¿QUIÉN JUZGA A LOS JUECES?El juez que pidió la absolución de #LaManada absuelve al hombre que abusó sexualmente de una niña de 12 años porque el acusado decía que “siempre inventaba historias” Se pedía 8 años de prisión¿JUSTICIA?https://t.co/NxGJDtI0nr https://t.co/DoHgoVE4zF,sexist,sexual-violence
6068,EXIST2021,6069,twitter,es,la ventaja de ser mujer es que no se te nota cuando estas hornyMujeres:1        Hombres:0,sexist,sexual-violence
6069,EXIST2021,6070,twitter,es,"@adelaidita Para que lo entiendas tendríamos que empatarnos . Hablando en serio: Si, hay hombres que no saben hablarle a las mujeres, pero ajá, depende de la situación puede resultar cómo el picante para darle emoción a la relación o a la etapa de conquista.",sexist,stereotyping-dominance
6070,EXIST2021,6071,twitter,es,"@_omegxwolf ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀⠀ ⠀                    ❛ ¿Y dejar tirada auna hermosa señorita como tú? ❜ ── Aquello formó una sonrisa sobre su rostro, tenue, diestra extendió, rosa que portaba sobre esta mano fue ofrecida a la fémina»⠀⠀⠀⠀⠀ ⠀ ⠀",sexist,objectification
6071,EXIST2021,6072,twitter,es,@EsDeMamador Jaaaaa! la nenaza me bloqueó. https://t.co/Soc3Mvb2Qg,sexist,stereotyping-dominance
6072,EXIST2021,6073,twitter,es,"@PiIlobuenagente Te pórtaste bien, tenes la casa limpia. Los calzones de tu mujer bien limpios... Ya era hora q la q te mantiene te llevará de paseo como cual perro obediente  disfruta pelele!!!!",sexist,stereotyping-dominance
6073,EXIST2021,6074,twitter,es,"@Pablito_acosta Una definición muy parecida al discurso del feminismo actual, lo mata por machismo, y si mata a otro hombre? Y si la mujer es la que mata? Es hembrismo? Viste como no tiene sentido",sexist,ideological-inequality
6074,EXIST2021,6075,twitter,es,"@Natalen16937583 @yeray_abad_ @JuanNavarreteC6 @IreneMontero Pues mira, una medida que si que sería verdaderamente efectiva en violadores, así que por mi parte ojalá la pusieran. Pero tranquilo que esta mojigata seria la primera en ponerle pegas.",sexist,misogyny-non-sexual-violence
6075,EXIST2021,6076,twitter,es,"de verdad que ojito con las memeces que leéis sobre feminismo en twittermenos hilos de twitter y más leer libros de escritoras feministas sobre el FEMINISMO y NO, no me valen virginia woolf o jane austen",sexist,ideological-inequality
6076,EXIST2021,6077,twitter,es,"Viendo el vídeo de la petisa (?). La Santa Cecilia, que sería la madre de la cotu, tuvo tres hijas y se puso un diu, de la cuarta se quedó embarazada con el diu  y siguió pobre. Imagínate con aborto legal me evitaba nacer.",non-sexist,non-sexist
6077,EXIST2021,6078,twitter,es,[29/12 8:53 p. m.] : Sos más fría que la concha de la Lora.[29/12 8:53 p. m.] : Fea,sexist,sexual-violence
6078,EXIST2021,6079,twitter,es,"""Sin ESI, sin la provisión de anticonceptivos, sin protocolo de interrupción legal del embarazo, las gurisas correntinas son obligadas a parir a los 10 años"", dice Almirón. Y recuerda una frase de Pino Solanas: ""Esa es la idea de la mujer incubadora""  https://t.co/qwhbfSVcYs",sexist,objectification
6079,EXIST2021,6080,twitter,es,@Fidelolivas4 @Isaazul4 Hola! Aquí una cuenta donde podrás ver contenido de la plataforma onlyfans completamente gratuito y de calidad con las mejores chicas. puedes ayudarme siguiendo y compartiendo!,sexist,sexual-violence
6080,EXIST2021,6081,twitter,es,"Y LA TIENEN CON LAS TAPITAS, ESO ES UNA CAMPAÑA NO ES UNA FUENTE DE PRESUPUESTO FRÍGIDA DE MIERDA",sexist,misogyny-non-sexual-violence
6081,EXIST2021,6082,twitter,es,@F_Sanchez_Drago @ElManifiesto Que porcentaje de mujeres real tienen? Porque tanto bombo.. Que parte de culpa tiene la prensa? 100 personas gritando hacen mucho ruido (exactamente.. El de 100 personas gritando) pero acaso representan a todas las mujeres..tiempo de buenísimo y pandereta con apenas contenido,non-sexist,non-sexist
6082,EXIST2021,6083,twitter,es,"@AngelicaYoma Lo que percibo, es que eso se volvió una lucha de otras cosas, como igualdad en la mujer o un tema político o lucha de sectas, en donde el aborto es el ""florero de Llorente"". Porque es verdad todo lo que escribes",non-sexist,non-sexist
6083,EXIST2021,6084,twitter,es,"Esto es como si la señora que está siendo maltratada y abusada por su esposo va y le dice a a vecina que se está divorciando que debe aguantar el maltrato, quedarse callada y ser una mujer abnegada y obediente a su matrimonio. https://t.co/QaIbJEltO7",sexist,stereotyping-dominance
6084,EXIST2021,6085,twitter,es,"Ven que no le importa el niño que tanto cacarean existen desde el espermatozoide y el ovulo? odian a las mujeres y con tal de hacerles daño, no les importa condenar a sufrimiento y penurias a un niño con tal de “joder” a ellas. Cómo vas a militar que un papá abandone? https://t.co/eLniA3udNq",sexist,misogyny-non-sexual-violence
6085,EXIST2021,6086,twitter,es,"En este trabajo se repasa el caso de #LaManada analizando los factores que llevan a perpetuar violaciones grupales""Para poder ejercer #ViolenciaSexual los varones imponen su propio deseo, no considerando relevantes las emociones de la mujer"" @feminicidiohttps://t.co/iuovS2jDT7",sexist,sexual-violence
6086,EXIST2021,6087,twitter,es,"@raulrivas05 @lilianrangel Han debido aprobar una ley que pudiera cortar o ligarse gratis, o comprar los anticonceptivos más económicos, pero no asesinar ese país se hundió desde hace mucho tiempo por la maldad de los peronistas, ver ayer mujeres semi desnudas en la calle fue deprimente pidiendo la ley!",non-sexist,non-sexist
6087,EXIST2021,6088,twitter,es,"En serio un señor español rancio, que es ""psicólogo"" evolucionista dedicó 16 páginas para decir porqué la psicología evolutiva está bien y el feminismo mal? WOW",sexist,ideological-inequality
6088,EXIST2021,6089,twitter,es,Es un hermoso día para ver el capitulo 7 de la temporada 16 de greys anatomy donde le dan la opción de abortar a una mujer que no quiere ser madre e intentó abortar con un golpe,non-sexist,non-sexist
6089,EXIST2021,6090,twitter,es,"Las mujeres a día de hoy aún se sienten culpables por desear, por ser promiscuas, por tener sexo sin compromiso. La pornografía abre un abanico que es mucho más positivo que negativo para las personas adultas.",sexist,sexual-violence
6090,EXIST2021,6091,twitter,es,"@__Lucifer_S_ @W0XJIN Literal no sabes nada porque el feminismo no busca la igualdad, busca la lucha de la mujer y el respeto de la mujer, el feminismo nunca dijo que todas las mujeres eran buenas.Si te molesta lo que hagan las mujeres en contra de los hombres, lucha vos por los afectados",sexist,ideological-inequality
6091,EXIST2021,6092,twitter,es,"@volvimos_ Porque eres igual que él. Deja el victimismo a un puto lado de una vez. ¡Estoy harta! Y, a pesar de todos estos años, él sigue ahí hundiéndonos. —  Lo miró también nerviosa.— Quiero ser por una vez en mi vida feliz y hacer las cosas a mi manera. ¿Tan difícil es de entender?",non-sexist,non-sexist
6092,EXIST2021,6093,twitter,es,@Diane10308672 @Emelarosa @Mugichancast @senorcito forma no afecta en nada al movimiento feminista ni a las mujeres cis. Lo único que falta es que digas que las mujeres trans son violadores solo porque tienen pito y por eso no deberían ir al baño de mujeres. Increíble tu falta de información.,non-sexist,non-sexist
6093,EXIST2021,6094,twitter,es,"@sol_fabres @aigmolina @sofcrcmo @Cooperativa Y sigues sin entender mi punto , por algo son las 3 causales po, para mujeres que de verdad lo necesitas, no estoy diciendo que todas vayan a hacerlo por hacerlo, pero es obvio que hay minas que si lo harían",non-sexist,non-sexist
6094,EXIST2021,6095,twitter,es,"@CaroCont85 Ex Señorita Colombia 2011-2012, perdió la pierna izquierda a causa de una isquemia, y aunque no se le niega que es una berraca, la farsándula criolla no hace sino darle bombo, como si no hubiera cosas más importantes y críticas de las que hablar en el país...",non-sexist,non-sexist
6095,EXIST2021,6096,twitter,es,"@catalinagilp Tal vez como la homofobia puede ser homosexualidad reprimida, en este caso necesitan también crear heteronomías que les impidan efectuar los comportamientos que desean pero que se niegan a sí mismxs.",non-sexist,non-sexist
6096,EXIST2021,6097,twitter,es,@induceIusts Su boca me da cosita unu está muy raro. Tiene pinta de que lo han acusado de acoso sexual,sexist,sexual-violence
6097,EXIST2021,6098,twitter,es,"@renearganaraz1 No, no me estás entendiendo. Además, tanto que te quejas de lo que hizo la Iglesia, preferirías las culturas precolombinas? Que sacrificaban y vendían a sus mujeres? O la cultura islámica, que hoy en dia la mujer es propiedad del hombre?",sexist,misogyny-non-sexual-violence
6098,EXIST2021,6099,twitter,es,"@SenadorLuenzo No podes ser tan payaso, salud pública? Con la cantidad de mujeres q se mueren por enfermedades, ésta es de interés público? Por menos de 50 mujeres? Para q el 99% de las q aborten sean las q pueden pagarlo? Para gastar miles de millones en asesinatos?",non-sexist,non-sexist
6099,EXIST2021,6100,twitter,es,Por violar a su hijastra de 14 años de edad un sexagenario es capturado por agentes de la DPI  https://t.co/hQ962qV0l9 https://t.co/7tA4OaRrhU,sexist,sexual-violence
6100,EXIST2021,6101,twitter,es,"@CruzDom46843161 Pues disfrutarla como dios manda, una mujer así de increíble merece ser tratada como lo que es una diosa, que afortunado es tu esposo de poseer semejante monumento de esposa¡¡",sexist,objectification
6101,EXIST2021,6102,twitter,es,aviles con todo lo  que es haciendo manspreading https://t.co/GpOJjf2OAy,non-sexist,non-sexist
6102,EXIST2021,6103,twitter,es,@xxJoMiin —obediente hizo caso a lo que su mujer le ordenó y acomodó la mesa de manera bonita para que pudieran cenar esa noche.—,non-sexist,non-sexist
6103,EXIST2021,6104,twitter,es,@IrmaMR3 @Regia_Alexandra La borracha y la mojigata quien sabe quien será peor.,sexist,stereotyping-dominance
6104,EXIST2021,6105,twitter,es,"@andyteranv @Zeantoc @Bit65523033 @Matiassss21 @divoy_elia Está infectado de hembrismo, la igualdad en ese punto ya no es muy posible que digamos...",sexist,ideological-inequality
6105,EXIST2021,6106,twitter,es,#YoSíTeCreoEl juez que pidió la absolución de #LaManada absuelve a un hombre de abusar sexualmente de una niña de 12 años porque el acusado decía que “siempre inventaba historias” La acusación particular pedía 8 años de prisión.https://t.co/NxGJDtI0nr https://t.co/DoHgoVE4zF,sexist,sexual-violence
6106,EXIST2021,6107,twitter,es,Nadie te va a tratar tan bien como un hombre que te lo quiere meter por primera vez.,sexist,sexual-violence
6107,EXIST2021,6108,twitter,es,"-Hubo un esposo que ejerció el dominio sin amor, o no ejerció su papel de protector y proveedor. Las mujeres son totalmente responsables ante Dios. Pero también, un día, Dios nos llamará y preguntará ¿Donde estabas? ¿Qué estabas haciendo? ¿Por qué lo estabas haciendo?",sexist,stereotyping-dominance
6108,EXIST2021,6109,twitter,es,"@xuliaaezama @roma_gallardo A todos los críos se les enseña a no pelearse, pero se hace especial énfasis en no pegar a las mujeres. Pregúntale a quien quieras.",sexist,stereotyping-dominance
6109,EXIST2021,6110,twitter,es,@paolikis Demándalo por acoso sexual.,sexist,sexual-violence
6110,EXIST2021,6111,twitter,es,@PlaysOfTheWeek Jugada futbolera si no va aguantar que se vaya a las MLS ahí juegan puras señoritas.,sexist,stereotyping-dominance
6111,EXIST2021,6112,twitter,es,"cuanto más zorra y guarra m llaman x bailar d X manera, MÁS desacataa mpongoo JAJAJAJAJ",sexist,objectification
6112,EXIST2021,6113,twitter,es,"@sara_pocasideas @oscarredfield @DanielMispireta @cantina1138 Y esto quería llegar. Usas la palabra política de forma distinta a lo que los fans que no pensamos en tu línea la utilizamos. Por eso tampoco entendías el término ""feminazi"".",sexist,ideological-inequality
6113,EXIST2021,6114,twitter,es,"@Catrapurple @salmaa_elkhairi @roma_gallardo No lo justifico con ""feminismo actual"" es que me estoy refiriendo al feminismo actual. Apoyo cualquier movimiento que de verdad promueva la igualdad no como, repito, el feminismo actual.",sexist,ideological-inequality
6114,EXIST2021,6115,twitter,es,"@Alberzm @amparomc1962 @roma_gallardo ¿Que comprensión lectora tienes tu? ¿Acaso crees que estoy justificando la violencia contra las mujeres? en tu mente seguro que te has montado esa pelicula... chico, estoy exponiendo los diversos motivos por los cuales un hombre puede pegar a una mujer, como a la inversa. Simple",sexist,misogyny-non-sexual-violence
6115,EXIST2021,6116,twitter,es,"Una no puede amar y stannear a Liam y a Zayn que ya la tachan de ziamera , váyanse a cagar , todas putas",sexist,misogyny-non-sexual-violence
6116,EXIST2021,6117,twitter,es,"@MamaLeona77 Se cree diosa la penca esta? Por muy Carolina Herrera que sea no va a decir lo que es clase o no, no hay más que mirarla a ella que parece un marimacho. Prefiero mi bonita melena al viento!",sexist,objectification
6117,EXIST2021,6118,twitter,es,"Decir que porque es trans su relación no es la orientación que sea, es invisibilizar y negar su identidad, a la vez que se refuerza la idea de que las mujeres son tal y tal cosa. No todas las mujeres tienen vulva, ni menstruan y no nos deberían importar las razones por qué",non-sexist,non-sexist
6118,EXIST2021,6119,twitter,es,@VanityFairSpain Eso JAMÁS va a pasar. Pablo Iglesias en el peor de los casos cederá el poder en su mujer florero y ésta en sus hijos. Como los Kirchner en Argentina.,sexist,stereotyping-dominance
6119,EXIST2021,6120,twitter,es,"#DíaDeLaAmaDeCasa ❤Desde 1958 la Liga de Amas de Casa, decidió establecer un día en el que se conmemorase el trabajo de todas y cada una de las mujeres en su papel diario.Un trabajo sin reconocimiento ni remuneración es el que ocupan alrededor de 2.000 millones➡ https://t.co/85PpODeKH0",sexist,stereotyping-dominance
6120,EXIST2021,6121,twitter,es,"@FiliaMercurii Ahora son todos ""súper adutos malotes, maduros e independientes que no pierden el tiempo en tonterías como las festividades o las relaciones románticas #MGTOW #FemPower"" ...Tengo un nombre para eso: ""rabieta de nene chiquito"".",non-sexist,non-sexist
6121,EXIST2021,6122,twitter,es,"@AldiPedraza @abortolegalmza @CampAbortoLegal Los derechos de las personas deben ser respetados siempre y cuando no interfieran en la vida de otros. En este caso la mujer es responsable de lo que va a hacer con la vida que quitará, asume esa responsabilidad. Estoy muy seguro que como mujeres saben bien lo que hacen y por qué",non-sexist,non-sexist
6122,EXIST2021,6123,twitter,es,@IgualdadGob Que se siente al saber que la mayoría de las mujeres no te pueden ni ver delante? https://t.co/WxNMqG9yiD,non-sexist,non-sexist
6123,EXIST2021,6124,twitter,es,"Va por vosotras, zorras https://t.co/SwGqVDTNTh",sexist,misogyny-non-sexual-violence
6124,EXIST2021,6125,twitter,es,"murió una mujer después de hacerse una cirugía plástica y mi tío enojado le grita a la tv que por qué las mujeres no nos queremos como somos, y ahí por milésima vez me doy cuenta de los privilegios que tienen los hombres cishetero :/",sexist,objectification
6125,EXIST2021,6126,twitter,es,"Que tristeza y cuánta indignación que nuestros compatriotas tengan que exponerse a ser secuestrados, víctimas de trata de blanca, a perder la vida, con tal de salir huir del régimen que acabó con la calidad de vida y solo hay hambre y necesidad. Las mujeres, las más vulnerables. https://t.co/0auPGGCbW0",sexist,stereotyping-dominance
6126,EXIST2021,6127,twitter,es,@DalasReview @TwitchES @Fortnite_ES @JordiWild Como chilla la perra,sexist,stereotyping-dominance
6127,EXIST2021,6128,twitter,es,@S_Splitz esa parte es la mejor poner en su lugar a la perra de mami,sexist,misogyny-non-sexual-violence
6128,EXIST2021,6129,twitter,es,Coimero y manda pegar a las mujeres? https://t.co/GnUYeX64Xo https://t.co/J3wf6qyGiI,sexist,misogyny-non-sexual-violence
6129,EXIST2021,6130,twitter,es,@deardrxam No tengo claro si vas pa alta gótica o vas a sodomizar a alguien,non-sexist,non-sexist
6130,EXIST2021,6131,twitter,es,"@3VoltesRebeeeel Lo que ha dicho Macarena es cierto, pero los machistas se aprovechan de ese discurso para criticar al feminismo. El feminismo es necesario y aún falta mucho para la igual de género en muchos aspectos de la vida pero el feminismo radical al que se refiere Macarena",sexist,ideological-inequality
6131,EXIST2021,6132,twitter,es,@7Josean7 Esta mujer estoy convencida que es frígida.,sexist,objectification
6132,EXIST2021,6133,twitter,es,"Siempre tuvo la frente muy alta, la lengua muy larga y la falda muy corta",sexist,objectification
6133,EXIST2021,6134,twitter,es,"Cada mujer debería asimilar a fin de alcanzar su expansión femenina total que no es degradante para la mujer el estar consagrada que la obediencia, porque esto va de acuerdo con su propia naturaleza. ""Obediente,siempre he sentido el alma maravillosamente libre""Ifigenia de Goethe",sexist,stereotyping-dominance
6134,EXIST2021,6135,twitter,es,pq subis una foto de mi novio abri dm golfa https://t.co/sBYN0rYeMy,sexist,misogyny-non-sexual-violence
6135,EXIST2021,6136,twitter,es,Estoy orgullosa de aver entrado al masculinismo a mis 11 años https://t.co/3WnfA0FrsD,non-sexist,non-sexist
6136,EXIST2021,6137,twitter,es,@PODEMOS @Santi_ABASCAL Un grupo de chat? Ahí es donde vuestro amado líder macho alfa hacia apología de la violencia machista sobre las mujeres. Deseando azotar mujeres hasta sangrar...y ahí sigue el macho algo poniendo cuernos a su mujer ( colocada por ser su mujer) a diestro y siniestro,sexist,misogyny-non-sexual-violence
6137,EXIST2021,6138,twitter,es,"11/NQue piden respeto cuando los primeros que atacan son ellos. (Estas conmigo o contra mi, básicamente). Y me duele mi hija. Y todas las niñas. Sé/espero que en unos años abrirá los ojos, pero temo que el daño ya esté hecho. #feminismo #LeyTransEstatal",non-sexist,non-sexist
6138,EXIST2021,6139,twitter,es,Cuerpo perfecto.Imperfecta pero divina.Diosa desastrosa.Mujer que se ama y rebelde. https://t.co/qbYm4bMFab,sexist,objectification
6139,EXIST2021,6140,twitter,es,"@julianadesade Aquí debe haber más de una frigida,haciéndose pasar por calentana",sexist,objectification
6140,EXIST2021,6141,twitter,es,"LAS MAS ESCUCHADAS DE MACHIFY:#1: #NotAllMen #2: Y los hombres qué? #3: No viola un hombre, viola un violador#4: Y las denuncias falsas no se cuentan?#5: Dónde estaban las feministas cuando pasó?#6: Qué pasaría si eso lo hiciera un hombre? hitazooos",sexist,ideological-inequality
6141,EXIST2021,6142,twitter,es,"@el_magom @LaOtraPerspect4 @akrazzia @PabloEchenique Pero entonces , es licito según usted el decir de azotar a mujeres hasta sangrar en un chat privado ? Usted tiene amigos? Y con sus amigos hace bromas de forma privada? Igual es ese el problema. La falta de amistad y de sus consecuencias en charlas privadas y jocosas.",sexist,misogyny-non-sexual-violence
6142,EXIST2021,6143,twitter,es,"@CayoOctaviano QUE DECÍA, señor pensar que la odian por ser negra ES RACISTA, es una persona con un pensamiento de mierda, es lgbt fóbica, apoya la idea de la mujer sumisa etc etc.",sexist,stereotyping-dominance
6143,EXIST2021,6144,twitter,es,"Si en el lugar que tienes que estar, debes mantenerte reprimida, callada, gris y sumisa, entonces de ese lugar debes estara a kilómetros de distanvia, por tú bienestar, por tu salud y por tú paz. - YR -",sexist,stereotyping-dominance
6144,EXIST2021,6145,twitter,es,bueno estoy de acuerdo en casi todas y gracias por llamarme atractiva un besito para ti https://t.co/oT9yzZatYV,sexist,sexual-violence
6145,EXIST2021,6146,twitter,es,¡De infarto! Jennifer López se destapó con esta corta y muy translúcida falda (+Fotos)https://t.co/2Os3QtA0AC,sexist,objectification
6146,EXIST2021,6147,twitter,es,"El feminismo es mucho más que decir todos somos iguales el 8m sweeties, qué daño han hecho la moda, inditex y mrwonderful con la lucha feminista de verdad",sexist,ideological-inequality
6147,EXIST2021,6148,twitter,es,"Consejito del día: el chat es innecesario, lo único que vale para comunicar en el lol son los pings, dejad de ser tan dramas que te digan mujer a fregar es menos dañino que te deseen enfermedades mortales, digo yo, que hacéis bola de gente que se ríe de vosotros",sexist,stereotyping-dominance
6148,EXIST2021,6149,twitter,es,"@ZkrFunez Si la violación es inevitable relajate y goza decia Cacho Castaña, espero que Bell lo haya aprendido",sexist,sexual-violence
6149,EXIST2021,6150,twitter,es,@Gus_Noriega Los Pumas deberían no jugar contra Australia en apoyo a sus compañeros.  Los mataron por dichos de hace 9 años. Que habría que hacer con Francella y Tinelli que cosificaban a las mujeres en sus programas?  Doble vara que le dicen.,sexist,objectification
6150,EXIST2021,6151,twitter,es,"@AdaColau Estos son los que nos agreden, roban y violan en Barcelona. Porque lo escondeis? Sois una basura como mujeres que por subvenciones justificais a los que matan, tapan, coartan la libertad y mutilan genitalmente a las mujeres.  Os deseo que ataquen a vuestras hijas en manada.... https://t.co/HL3iLZRC8H",sexist,ideological-inequality
6151,EXIST2021,6152,twitter,es,Mi madre me sirve el plato de comida mínimo soy obrera por eso es que ando de gorda jaja,sexist,stereotyping-dominance
6152,EXIST2021,6153,twitter,es,"Hoy vi fotos de chicas muy guapas, todas muy delgadas, altas, y solo pensaba ¿porque solo muestran este tipo de chicas? esos cuerpos no son reales, son estereotipos, dejen de masificarlos ¿no ven que nos sentimos mal ?",sexist,objectification
6153,EXIST2021,6154,twitter,es,"- Tú hermana se fue 15 días a Cancún,si tú no fueras tan mojigata también andarias como ella paseando!-- Perdón por no querer matar a mis hijos mamá!-",non-sexist,non-sexist
6154,EXIST2021,6155,twitter,es,"@PunishedPole @mucho_facha @alkarrenos @hora25 @PepaBueno A diferencia del señor que desea azotar hasta sangrar a una periodista, esos militares retirados no tienen ningun poder en la actualidadEs mucho mas peligroso tener un vicepresidente del gobierno machista, baboso con las mujeres y despotaNormal que llore Irene",sexist,misogyny-non-sexual-violence
6155,EXIST2021,6156,twitter,es,"@Marc11Trombo Que se lo tengo que explicar sencillo a la chica, si le pongo masculinismo se muere xDD",sexist,ideological-inequality
6156,EXIST2021,6157,twitter,es,El butacón en el que solías follar todos los días viendo como ya la única mujer que entra a tu casa es tu madre https://t.co/Jll30gbkYk,sexist,sexual-violence
6157,EXIST2021,6158,twitter,es,A ellas les encanta esto #mgtow https://t.co/oFGy0JV0O4,sexist,ideological-inequality
6158,EXIST2021,6159,twitter,es,"@CarmeAlgue Mujer?? En serio Carmen??, como mucho te pondría a fregar de rodillas reina, no creo que sirvas para mucho más",sexist,stereotyping-dominance
